tweet_id	tweet
306	@SouthwestAir: grrrrrr I need a flight there first! Maybe for my bday next month...
307	@SouthwestAir LUV! your new Luv Television Commercials. Traveled on your airline last year return trip from NYC...#feltthelove
308	@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it.
309	@SouthwestAir  I sent a email to customer relations and I will be calling tomorrow.
310	@SouthwestAir how do get priority seating after you already paid for the flight
311	"@SouthwestAir 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding"
312	@SouthwestAir Is it possible to add companion to only the 2nd leg of a trip?
313	@SouthwestAir best airline 👌
314	@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!
315	@SouthwestAir  Poor customer service displayed over the weekend during the storm. I was stuck on the tarmac for 2.5 hours with no answer!
316	@SouthwestAir  Northern California coast http://t.co/nm4VNNF8Kb
317	@SouthwestAir hi guys, do you have a general enquires email address please? Thanks David.
318	@southwestair watching planes do their thing https://t.co/iItoJhUIKH
319	@SouthwestAir Thanks for getting us to paradise safely! http://t.co/KDzQcZlpyR
320	@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.
321	@SouthwestAir continues to prove to be the best airlines 💪
322	@SouthwestAir Just go ahead and start the scavenger hunt after 5 pm today when work is over ;) #DestinationDragons
323	@SouthwestAir why do you let one person board with early bird and save seats for entire party? #notcool #flight2149
324	@SouthwestAir thanks!!
325	@SouthwestAir Awesome staff at the  check in desk! They had a paper airplane race for a SW gift card to keep ppl entertained during delays
326	@SouthwestAir but when do I get my gin &amp; tonic !?!?
327	@SouthwestAir is this a sick joke? #toyingwithouremotions
328	@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????
329	@SouthwestAir will continue to be my airline of choice. @united -most frustrating travel day I've experienced. 5 delays and 4 gate changes?!
330	@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!
331	@SouthwestAir @fox8news Serious potential for a wanna get away commercial out of this debacle.  But for real, you should fire @Kristi_Capel
332	@SouthwestAir I appreciate the response, but the constant changing of the flight time is frustrating to say the least. #toughtomakeplans
333	@SouthwestAir how long do we have to be delayed after boarding before we get a free drink? #gettingthirsty
334	@SouthwestAir done. Sorry, I thought I was already.
335	@SouthwestAir I can. Doesn't it seem fair that if our bags need to fit under our seats, we should need to fit in them?
336	@SouthwestAir  Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!
337	@SouthwestAir Just wanted 2 change an anytime flight leaving at 11:50 @ 11:00. Phone hold 4 46mins. Phone answers, she says sorry - no dice.
338	"@SouthwestAir weren't too ""sincere"" when you Cancelled Flighted my flight and made me drive 17 hours to get home.."
339	@SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!
340	@SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!
341	@SouthwestAir Thanks, you guys are the best
342	@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.
343	@SouthwestAir if only you could control the weather in Las Vegas 😉
344	@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?
345	@SouthwestAir could you please tell me if there is a way to add a RR# to a flight that already took place?
346	@SouthwestAir hooking us up and getting us to Tampa after our flight was Cancelled Flightled this morning #grateful #businesstrip
347	@SouthwestAir love the passbook update. Used it the day after it was released. Finally!! Thank you!
348	@SouthwestAir my ticket was booked 1/27 to CUN. Does the arrival time reflect that CUN is now on EST time?
349	@SouthwestAir @HDsportsguy yes I did. I hope for an update soon, need those clothes for a meeting tomorrow.
350	@SouthwestAir A+ to the Safety Dos and Don'ts Announcer. Flight 651 from Midway (MDW) to Pittsburgh (PIT)!
351	@SouthwestAir this is not a fair set up. I payed for a full seat. I should get access to a full seat. http://t.co/SbA0ARicyq
352	@SouthwestAir Sorry to bother you, but I've been on hold for more than 2 hours and 30 minutes. Should I continue holding? Or call back?
353	@SouthwestAir another great trip! LAX 823 - LAS 3075-  BNA. Thanks so much!!!
354	@SouthwestAir  your checkin is lame for business. Really last seat? I have broad shoulders haha
355	@SouthwestAir yeah they're somewhere. Hopefully getting them back today. Just frustrated tweeting.
356	@SouthwestAir Completely understand Act of God weather-reLate Flightd Cancelled Flightlation, but 4 days without reimbursement of any kind is #unacceptable
357	@SouthwestAir why so expensive to go to Vegas with stops in Late Flight June as I can get non stop for same on competition
358	@SouthwestAir delayed twice now Cancelled Flighted...sent complaint email, yet no response.  Need an explanation pls. #notsatisfied #smh #unhappy
359	@SouthwestAir Got help from a nice lady on the phone in Georgia.  Thank you!
360	@SouthwestAir When will the flight resume? I don's see it in the open schedule. :/
361	@SouthwestAir understand the weather, these kids need to get home! Nice kids doing volunteer work from a RI high school, please help
362	@SouthwestAir Thanks for the quick reply!  I travel a lot...but not that much, lol.
363	@SouthwestAir That does sound hopeful. It's a very thin device so I just hope the right person found it in time.
364	@SouthwestAir My bag was not shown LUV did not make it to PHL with me.
365	@SouthwestAir I regret not flying you this morning @VirginAmerica doesn't support business travelers. #neverflyvirginforbusiness
366	@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.
367	@SouthwestAir  how many others didn't know you are stopping non stop flights to ATL and from to Hartford Ct as of April ?
368	"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better""."
369	@SouthwestAir nice touch on the passbook integration!
370	@SouthwestAir easy fix, let the business select actually board 1st, then board the pre-boards...
371	@SouthwestAir a companion pass flyer to other airlines because it's being abused @ every airport...
372	@SouthwestAir it's not disappointment, it's a blatant disregard for your business select customers, it's becoming a problem that's pushing
373	@SouthwestAir need assistance getting an extension on a flight that has expired.
374	@SouthwestAir Awesome. Thanks! You guys rock!
375	@SouthwestAir Hello remaining credits on your account will be refunded back to your credit card, when you choose a lower price flight?
376	@SouthwestAir when can we expect customer service in Dallas to be available
377	@SouthwestAir it eventually arrived. just seemed really slow. :)
378	@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed.
379	@SouthwestAir i just recieved an email from your memphis station hopefully they have my bag.
380	@SouthwestAir Just landed in PHL. Row 9 window cover on N366SW could use some LUV. http://t.co/WQZZtIemX0
381	@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.
382	@SouthwestAir yep. 99.99999999% certain it was on that flight.
383	@SouthwestAir they arrived Late Flight but pilots got us to DIA on time. #impressive #outstanding #greatservice #allgood
384	@SouthwestAir I would appreciate that.  Thank you.
385	@SouthwestAir I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?
386	@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail
387	@SouthwestAir Can my wife's RR points be transferred to my RR account?
388	@SouthwestAir my friends from Boston stuck in Denver. Her name Jane. @RnCahill  Please contact her.
389	@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours.
390	@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2
391	@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;)
392	@SouthwestAir yes we did file a report and were treated rather rudely at midway baggage claim. Now we wait 2 days to get our luggage.
393	@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!
394	@SouthwestAir Just got companion pass and trying to add companion flgt but get purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS. Help!
395	@SouthwestAir I did. Still haven't heard a thing.
396	@SouthwestAir thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!
397	@SouthwestAir open seating is like an open marriage, there's so much love for strangers!
398	@SouthwestAir I hope this isn't a real life scene out of the movie 'Flight' .....
399	@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?
400	@SouthwestAir we checked in right at 24hr mark. Boarding C group with kids ages 6&amp;8 dnt want to be split. What sld we do?
401	@SouthwestAir @LukeWyckoff: her name is Jane and she wanted was a call. 617-653-3040
402	@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!
403	@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1
404	@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio
405	@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)
406	@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk
407	@SouthwestAir to start daily #B737-700 flights from #Washington Reagan to #FtLauderdale on 8AUG #avgeek
408	@SouthwestAir to end its daily #B737-700 flights from #Washington Reagan to #FtMyers on 8AUG #avgeek
409	@SouthwestAir to start 2xdaily #B737-700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek
410	@SouthwestAir to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek
411	@SouthwestAir to start 2xdaily #B737-700 flights from #Columbus OH to #Boston @BostonLogan on 8AUG #avgeek
412	@SouthwestAir Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|
413	"@SouthwestAir @ClinicPolly 
Thank you-- I may have already responded but was 8UXZJ2"
414	@SouthwestAir I've had TERRIBLE service in three airports in 10 hours. Glad they don't care we kind of need to be home. #SellMyPointsSoon
415	@SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!
416	@SouthwestAir on hold for 15+ min...no estimated answer time. Any help here?
417	@SouthwestAir I'm going to start charging you for the consistent body pat downs. Starting to feel like a piece of meat. #punishedforflying
418	@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.
419	@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?
420	@SouthwestAir unveils 4 new routes, including  2 from #Ohio http://t.co/4uRzvBPJKO via @usatoday
421	@SouthwestAir flight 1028 no delayed 1.5 hours.  Another week another delayed flight
422	@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.
423	@SouthwestAir didn't realize no clothes until at hotel - suggestions?
424	@SouthwestAir may want to direct that to the people at @FurryFiesta tok
425	@SouthwestAir bag in possession but no clothes in bag??
426	@SouthwestAir, you're really going to let @delta and @virginamerica get the best of you? http://t.co/vUdWJm1lYB
427	@SouthwestAir Please get back with my about my airtran credit Q4VNMB, I call and I'm being told that I will, but I never get email/call back
428	@SouthwestAir is there a link to a site that displays any delays or Cancelled Flightations of flights to and from @DallasLoveField?
429	@SouthwestAir pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else 😩😫😢
430	@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward
431	@SouthwestAir Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime
432	@southwestair does anyone realize that banning peanuts on a flight due to an allergic person ignores p-nut oil &amp; dust from previous flights?
433	@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable
434	@SouthwestAir @nelsjeff, 3.5 hrs. Late Flightr (no human interaction), ended up $'ing a completely new flight - so last flight out didn't sell out.
435	@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.
436	"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S"
437	@SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter.
438	@SouthwestAir how about fixing the wifi!  3rd flight where it's not working. 800 series plane so not like it's an old plane.
439	@SouthwestAir #1687 MDW-SAN. Like most flights, if I'm watching free TV it works but won't hardly access any websites - including your own.
440	@SouthwestAir kids on a mission trip from Lasalle stranded in orlando area,  they can't get back to Bos or PVD till WEDNESDAY?
441	@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw
442	@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.
443	"@SouthwestAir RT @kkwhb: Paid for early bird boarding and got B46.  I said to lady, ""well, that system is about dead."" She didn't understand"
444	@SouthwestAir All flights are booked . They are saying I have to wait until tomorrow.
445	@SouthwestAir arrangements to reimburse me for the rental I had to get?
446	@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue
447	@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy
448	@SouthwestAir   Thanks
449	@SouthwestAir my bag was lost, and according to the rep they don't even know where it is, Please help.
450	@SouthwestAir have sent you a DM with the details. Thanks!
451	@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.
452	@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?
453	@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC
454	@SouthwestAir Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy
455	@SouthwestAir thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!
456	@SouthwestAir   Are flights going into Dallas this morning?   Thanks
457	@SouthwestAir you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet
458	@SouthwestAir had to be stuck in the middle seat :( http://t.co/dzeGAPfqw1
459	@SouthwestAir #DestinationDragons @Imaginedragons Scavenger Hunt Vegas, BE READY!!! http://t.co/vHgkiTzSaw
460	@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons
461	@SouthwestAir yes I was everything worked out great
462	@SouthwestAir show me some love and a companion flight~please and thank you!
463	@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail
464	@SouthwestAir loved it!
465	@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson
466	@SouthwestAir I am in, let's do this!
467	@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.)
468	@SouthwestAir you're my early frontrunner for best airline! #oscars2016
469	"@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,… http://t.co/MmCWkqp2gy"
470	@SouthwestAir flight Cancelled Flightled. new flight 7 hours Late Flightr. will sleep in airport tonight. and cant even give me an A Boarding Group seat. thx
471	@SouthwestAir Just reading your boarding policy, we're a group of 8 travellers with kids ranging from 3-10, is it possible to sit together?
472	@SouthwestAir you're right, I do. I've been traveling all day and you guys dropped the ball. Making for a long night.
473	@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking
474	@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.
475	@SouthwestAir is this a joke? My return flight is delayed too! 3 in a row! New record from you guys 💔😪
476	@SouthwestAir nbd I was able to figure out a workaround. Just wanted to help. Got my bags less than 24 hours Late Flightr. Muchas grassy ass.
477	@SouthwestAir luggage delivery between 1-4am? Really? After I was told by midnight multiple times? Why lie? Crazy and bad business.
478	.@SouthwestAir Thx for the follow up. Just sent DM
479	@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted
480	@SouthwestAir TY for your consideration!
481	@SouthwestAir apologies are whatever. Please just deliver the bags like you said you would. Feel like employees are lying to me.
482	@SouthwestAir what robot is running this account. The same one that doesn't remember anything they ask. Same conversation over and over.
483	"@SouthwestAir It was never really ""lost"" it was put on another flight WITH my knowledge we just weren't sure what flight but I have it - TY!"
484	@SouthwestAir crew of WN3946 SAN-SFO was brilliant! Rita was hilarious. I know I've been down on you before, but this was a great flight
485	@SouthwestAir is not being responding to the @SpecialOlympics athletes.  #notcool #Southwest
486	@SouthwestAir   A whole family, with a special Olympic athlete here, and you can't even call them? 617-653-3040
487	@SouthwestAir would really like my baggage from yesterday. Employees at Akron giving me a tough time.
488	@SouthwestAir thanks! Very excited to see it :D
489	.@SouthwestAir glad you appreciate it, it’ll be the last dollar you ever get from me thanks to your wretched customer service
490	@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink 😕
491	@southwestair yeah, 7am flight tomorrow, going to add 60-90 min extra because of the roads / snow
492	@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice
493	@SouthwestAir me again! I was just trying to rebook fare on wanna get away pricing and it disappeared in time I refreshed. Is this normal?
494	@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?
495	@SouthwestAir may I have my Companion pass please.
496	@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done
497	"@SouthwestAir thank you : 8UXZJ2
Paid for early bird and sat in back"
498	@SouthwestAir All good... beers and #oscars2015 ar #DIA
499	@SouthwestAir yes, please #companionpass
500	@SouthwestAir @fly2midway 45 minute wait for my bags. Just what I needed on a Sunday night.
501	@SouthwestAir luv my companion pass!
502	@southwestair Winter Weather for Denver extended for tomorrow by chance? Even to Late Flightr in the day would be super helpful.
503	@SouthwestAir it's ok I was supposed to be in California 5hrs ago
504	@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?
505	@SouthwestAir A-list preferred. DEN-DAL flight Cancelled Flightled 30 min prior to boarding. Best option was Tue afternoon. Seriously?!? Epic fail.
506	@SouthwestAir Free TV watching Daytona 500! #Boss http://t.co/SbGBN7oUXy
507	@SouthwestAir I understand. But it's consistent, and been consistent for years. It's known around the country.
508	@SouthwestAir thank you!!
509	@SouthwestAir been dealing with multiple offices for the last 3 days. Youve completely lost me as a customer unless my bag is back to me.
510	@SouthwestAir i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home.
511	@SouthwestAir how do I get a companion pass
512	@SouthwestAir especially if it's your mom! #IChangedYourDiaper
513	@SouthwestAir @MegElizabeth631 how you like the #redcarpet treatment
514	@SouthwestAir For example, can't pay 4 hotel &amp; food? Or transport to alternate city we are flying from? Or give clear record of alt flight?
515	@SouthwestAir I'm flying out of CUN tomorrow To DEN - can I change my flight due to the travel advisory??
516	@SouthwestAir Tough I can take. Zero meaningful assistance while stranded for 2 days is another matter. Looking for signs you care abt cust.
517	@SouthwestAir Don't apologize. Do something about it. Words mean nothing. Actions work. EOM.
518	@SouthwestAir after an hour and a half then it came back damaged. Not happy 😣
519	@SouthwestAir how long does it take for my Rapid Rewards points to be credited to my account?
520	@SouthwestAir why does the customer service have rather inconsistent information
521	@SouthwestAir we're pulling off the runway now! Making new friends with seat mates. Thanks for the response CB.
522	@SouthwestAir but to make us tru to find space in other flights.  This customer service is as bad as @SpiritAirlines.
523	@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!
524	@SouthwestAir first you had a good idea thatthis would happen and did not Cancelled Flight it earlier, then very amateurish that there was no plan.
525	@SouthwestAir very disappointed in your handling of tonight's Cancelled Flighted Dallas flight.  Not that it was Cancelled Flighted but no contingencies.
526	@SouthwestAir it's ok! Southwest is still the best airline around! Just hate when baggage room runs out.. My now checked bag has headphones!
527	@SouthwestAir please start flying to Huntsville so I never have to fly American Airlines again
528	@SouthwestAir Flight 3267 (N659SW) arrives at @FlyTPA following flight from @MitchellAirport http://t.co/LJ2YdKoR8q
529	@SouthwestAir no you are not, you just care about mighty dollar.
530	@SouthwestAir I have a child traveling cross country...she's 11 will be turning 12 in march...and (cont) http://t.co/Enh1keUUTd
531	@SouthwestAir  how do you get one?
532	@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!
533	@SouthwestAir beautiful view flying into San Jose, CA this evening http://t.co/SxVaGbRTlI
534	@SouthwestAir Thank you SWA and Shannon G. @LASairport (C22) for being a miracle worker! #awesome
535	"But expect no help from -&gt;@SouthwestAir &lt;-.  Our flt was canx at the last minute for ""weather.""  We flew home on weatherless @united."
536	@SouthwestAir want go from New Orleans houston see my dad at md anderson can you help me out
537	@SouthwestAir yes please
538	@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!
539	@SouthwestAir flying by myself is getting old
540	@SouthwestAir really shouldn't offer sweeps if your link isn't going to work! B http://t.co/nOfG0TQHYN
541	@SouthwestAir Have had a companion pass for a few years and my wife and I use it all the time.  Thanks #southwest for making travel easy!
542	@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?
543	@SouthwestAir WIFI is so slow it totally precludes working on the web. Will NOT book SWA for business travel. Wish I hadn't lit $24 on fire
544	@SouthwestAir yes please.my son lives in NJ.
545	@SouthwestAir companion pass please!
546	@SouthwestAir constantly providing wonderful views and service! #SouthwestLuv http://t.co/9UNxqOTzIK
547	@SouthwestAir everyone deserves red carpet tx until they destroy your luggage &amp;only give you $75 voucher, like I want to fly w/them again!
548	@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available
549	@SouthwestAir lol I already am ! I am a card member as well too lol i enjoy flying with you Guys
550	@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.
551	.@SouthwestAir Well, we all need something to aim for.
552	@SouthwestAir YES please....How do we get that companion pass?
553	@southwestair on flight 3130 and I paid $8 for wifi that can't load a website functionally except for your own live streaming. Unacceptable.
554	@SouthwestAir gimme
555	@SouthwestAir flights still going to DAL?
556	@SouthwestAir You've inspired me to start my own airline to combat your weak ass airline. sick of this shit
557	@SouthwestAir is service to Aruba being permanently discontinued in August?
558	@SouthwestAir yes please!
559	@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg
560	@SouthwestAir I (heart) my CP status. Sure would be nice to have though.
561	@SouthwestAir #RedCarpet Southwest Companion Pass would be great!
562	@SouthwestAir I would love a great deal from bwi to las Memorial Day weekend aka my bday weekend 😬
563	@SouthwestAir I want one!
564	@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1
565	“@SouthwestAir: Companion Pass. Because everyone deserves #RedCarpet treatment and a +1 (even if it's your mom). http://t.co/QjKL4aBprG”
566	@SouthwestAir sign me up!
567	@SouthwestAir I would love a +1 #RedCarpet  treatment
568	@SouthwestAir how do I get my companion pass?
569	@SouthwestAir Tell me the secrets to flying high #RedCarpet
570	@SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!
571	@SouthwestAir How about auto check in for CP holders? Come on.
572	@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!
573	@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais
574	@SouthwestAir where is mines?
575	@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!
576	@SouthwestAir ...and how does one obtain this companion pass?
577	@SouthwestAir Yes, please.
578	@SouthwestAir https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O
579	@SouthwestAir sign me up!
580	@SouthwestAir just got mine..now where to go??
581	@SouthwestAir wifi is the worst $8 investment I have ever made.
582	@SouthwestAir Can I get any help with Cancelled Flighting my flight reservation?
583	@SouthwestAir sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting
584	@SouthwestAir I have followed you. Awaiting your DM.
585	@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets
586	@SouthwestAir couldn't be bothered to help with my lost my luggage. Not a single helpful employee owner to be found in BWI.
587	@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous
588	@SouthwestAir should get their shit together before they owe my $2,000 for my bag.
589	@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it.
590	@SouthwestAir I gave you one more try. Figured you could get a 1 hr flight right. Nope. Delayed an hr. Seems to be every time.
591	@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!
592	@SouthwestAir I'm a huge fan and give y'all too much business...so please fix the damn wifi!
593	@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.
594	@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??
595	@SouthwestAir Flying South by Southwest from SJC to SNA tiday http://t.co/KJKuVJ6CMo
596	@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group
597	@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :)
598	@SouthwestAir Thanks.
599	@SouthwestAir still planing on flights into Dal? We are trying to fly in tomorrow from lax
600	@SouthwestAir now I can't board thanks. You guys moved me to standby. I've been holding this boarding pass since 7pm yesterday
601	@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8
602	@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍
603	@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!
604	@SouthwestAir Two delayed flights in a row. Neither one of them explained
605	@SouthwestAir been sleeping on the floor like I'm homeless and now delayed flights because the equipment isn't working! I have a job to get2
606	@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs
607	@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!
608	@SouthwestAir Traveling with a 13 year old Thursday. He does not need an ID, correct?
609	@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.
610	@SouthwestAir Had a very unpleasant experience over the phone with one of your agents re: a Cancelled Flightled flight. I have the name &amp; agent ID.
611	@SouthwestAir your wifi is angering me with its slowness
612	@SouthwestAir thank you!
613	@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z
614	@SouthwestAir I tweeted several times last week about flight info during storm, always a timely tweet back.  Thx! 😄
615	@SouthwestAir Sort of, but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city. Not cool at all...
616	@SouthwestAir promised 4 rooms until Wednesday, (wentook3) and the hotel charged us $79 per room because we had a pink paper needed white?
617	@SouthwestAir just sent it
618	@SouthwestAir if you have a rules you should probably apply them all the times not just sometimes. #shouldhaveflownjetblue
619	@SouthwestAir your hold music sounds like it's from Super Mario Bros for gameboy color
620	@SouthwestAir props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future! 👏👏👏
621	@SouthwestAir baggage delivery at BWI very delayed and unnecessarily chaotic. Disappointing after a long trip! From a frequent traveler
622	@SouthwestAir most other carriers were flying out way past SW Cancelled Flightlation. @AlaskaAir and @JetBlue got their passengers out much Late Flightr!!!!!
623	@SouthwestAir extremely frustrating travel experience in Denver! Instead of landing in SEA on Saturday, now it's Monday afternoon!
624	@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!
625	"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!"
626	@SouthwestAir worst air line ever, you have no compassion of the handicapped
627	@SouthwestAir when are the two free flights promo coming back?! Looking into the premiere card but might hold off or go with another option!
628	@SouthwestAir you are a bunch of liars! Cancelled Flightled our flight and rebooked us four days Late Flightr!
629	@SouthwestAir done
